OBJECTID,name,address,longitude,latitude,type
1405,山北小区,河南中路575弄1-11号,121.483051,31.239909,商务住宅
1406,华隆大厦,南苏州路333号(南京东路地铁站6号口步行410米),121.483985,31.241892,商务住宅
1407,三和里,江西中路412弄1-51号,121.485868,31.241355,商务住宅
1408,水景苑,新闸路166-168号(新闸路地铁站6号口步行90米),121.470545,31.238666,商务住宅
1409,福瑞小区,温州路48号(新闸路地铁站6号口步行100米),121.470631,31.237562,商务住宅
1410,上海市格致初级中学,长沙路35号(人民广场地铁站7号口步行370米),121.472064,31.235761,科教文化服务
1411,美欣大厦,西藏中路728号(曲阜路地铁站2号口步行380米),121.473019,31.239821,商务住宅
1412,美华大楼,西藏中路656号(近厦门路),121.473614,31.238659,商务住宅
1413,宏兴里,北京东路850弄3-23号、4-20号,121.473836,31.238129,商务住宅
1414,后逢吉里,贵州路131弄4-16号,121.475839,31.236225,商务住宅
1415,华东商务楼(河南中路),河南中路505号(南京东路地铁站6号口步行70米),121.483914,31.239012,商务住宅
1416,爱民弄,宁波路587弄2-7号(人民广场地铁站19号口步行400米),121.476444,31.236263,商务住宅
1417,保康里,北京东路756弄,121.475895,31.238798,商务住宅
1418,衍庆里,厦门路230弄2-76号,121.473818,31.2397,商务住宅
1419,体育大厦(南京西路),南京西路150号(新世界城旁边),121.471933,31.233872,商务住宅
1420,渭水坊,广西北路470弄2-10号,121.476884,31.237104,商务住宅
1421,永平安,宁波路620弄3-21号,121.475552,31.236695,商务住宅
1422,上海浦东发展银行ATM(黄埔支行),牛庄路658号东银大厦,121.477372,31.238208,金融保险服务
1423,上海电力实业有限公司,宁波路309号(南京东路地铁站1号口步行310米),121.481399,31.23824,公司企业
1424,丽笙星空酒吧(暂停营业),南京西路88号新世界丽笙大酒店47层(近西藏中路),121.472949,31.234643,体育休闲服务
1425,上海市体育局,南京西路150号体育大厦F7层,121.471951,31.233714,政府机构及社会团体
1426,人安里,"牯岭路145弄3-33号,牯岭路145弄4-26号",121.471299,31.235633,商务住宅
1427,来有便利店,白河路37号(人民广场地铁站8号口步行300米),121.471768,31.235306,购物服务
1428,吉祥里,河南中路541弄8-36号(南京东路地铁站6号口步行80米),121.483214,31.239498,商务住宅
1429,侨苑,北京西路120弄3-6号(新闸路地铁站6号口步行320米),121.471275,31.236872,商务住宅
1430,三星里,北京西路134弄3-11号(新闸路地铁站6号口步行270米),121.470959,31.236833,商务住宅
1431,中共上海市黄浦区委老干部局,南京东路街道天津路353号,121.479045,31.236657,政府机构及社会团体
1432,大观园绿地,共和新路街道5000号(新闸路地铁站6号口步行310米),121.47212,31.237649,风景名胜
1433,永康里(北京东路),北京东路796弄1-25号,121.47506,31.238281,商务住宅
1434,上海商贸旅游职业技能培训中心(贵州路),贵州路195号(人民广场地铁站19号口步行490米),121.475554,31.237411,科教文化服务
1435,耕畴里,温州路54弄5-7号(新闸路地铁站6号口步行130米),121.470225,31.237321,商务住宅
1436,宁波路停车场,宁波小区东南门旁(南京东路地铁站6号口旁),121.484555,31.23939,交通设施服务
1437,上海市房地产行业协会第六(黄房)工作委员会,江西中路374号(南京东路地铁站6号口步行220米),121.486041,31.240179,政府机构及社会团体
1438,中国人民财产保险股份有限公司(上海市分公司直属支公司),南苏州路333号华隆大厦18层,121.484011,31.241887,金融保险服务
1439,上海市黄浦区中医医院,宁波路109号(南京东路地铁站6号口步行50米),121.48484,31.239135,医疗保健服务
1440,上海市规划和自然资源局,北京西路95号房地大厦F1层,121.471175,31.23637,政府机构及社会团体
1441,雅居乐国际广场,西藏中路525号(人民广场地铁站7号口步行280米),121.473092,31.236161,商务住宅
1442,东风小区东区,天津路195弄1-54号(南京东路地铁站1号口步行120米),121.482846,31.237568,商务住宅
1443,上海人大人科学发展研究院,六合路58号新一百大厦17层,121.475213,31.235871,科教文化服务
1444,外滩街道社区文化活动中心,河南中路578号(南京东路地铁站6号口步行210米),121.484232,31.240333,商务住宅
1445,上海华声电器研究所,北京东路360弄3-20号,121.483047,31.240444,科教文化服务
1446,申之江,云南北路30号(人民广场地铁站19号口步行420米),121.475285,31.23693,公司企业
1447,百联集团股份有限公司一百商城分公司,六合路58新一百大厦16层F-I座,121.475213,31.235871,公司企业
1448,牯岭路-道路停车位,牯岭路(人民广场地铁站7号口步行450米),121.472998,31.236761,交通设施服务
1449,怡水豪庭停车场,贵州路与厦门路交叉口北100米,121.474931,31.240341,交通设施服务
1450,机械车库,家化中房苑东南门旁(新闸路地铁站6号口步行370米),121.472167,31.239365,交通设施服务
1451,永新广场,南京西路128号(人民广场地铁站9号口步行140米),121.472135,31.234147,商务住宅
1452,盐业大楼,北京东路280号(南京东路地铁站6号口步行240米),121.484556,31.240828,风景名胜
1453,住业大厦,北京西路99号(新闸路地铁站6号口步行270米),121.470936,31.236304,商务住宅
1454,恒基名人商业大厦,南京东路300号F3层L316,121.484034,31.237886,商务住宅
1455,天津路,黄浦区,121.480677,31.237404,地名地址信息
1456,北京东路,黄浦区,121.4804,31.239534,地名地址信息
1457,广场嘉廷酒店,新闸路126号(新闸路地铁站6号口步行250米),121.471324,31.238703,住宿服务
1458,南京西路-道路停车位,南京西路88号(人民广场地铁站7号口步行70米),121.473292,31.234283,交通设施服务
1459,浦超宾馆(外滩店),宁波路70号(南京东路地铁站6号口步行130米),121.48561,31.239642,住宿服务
1460,航空机票代售点(新闸路),新闸路81号(新闸路地铁站6号口步行240米),121.471734,31.237878,生活服务
1461,全家便利店(新金桥广场店),北京西路3号(人民广场地铁站19号口步行440米),121.473186,31.23736,购物服务
1462,顺丰速运(外滩速运营业点),河南中路660号(南京东路地铁站6号口步行350米),121.483604,31.241807,生活服务
1463,外滩慈善超市,江西中路428号(南京东路地铁站6号口步行340米),121.485422,31.241182,政府机构及社会团体
1464,象屿集团大厦,南苏州路999号(新闸路地铁站6号口步行280米),121.471497,31.23912,商务住宅
1465,上海新仕机电设备有限公司,南苏州路545号(南京东路地铁站6号口步行470米),121.481203,31.240082,购物服务
1466,金门大酒店罗马厅(南京西路店),南京西路108号金门大酒店8层,121.472532,31.234309,餐饮服务
1467,中国农业银行(北京东路支行),山东北路83号银河公寓F1层,121.481791,31.24016,金融保险服务
1468,蓝山国际青年旅舍(上海外滩店),山西南路350号上海物资大厦6层,121.481464,31.239544,住宿服务
1469,盆汤弄,福建路(南京东路地铁站4号口步行360米),121.48034,31.236644,商务住宅
1470,瑞康里,北京东路830弄2-34号,121.474595,31.238622,商务住宅
1471,天津路-道路停车位,山西南路与天津路交叉口西北20米,121.481865,31.238004,交通设施服务
1472,上海科技京城C区,福建中路567号,121.478324,31.239715,商务住宅
1473,房地大厦(北京西路),北京西路95号(新闸路地铁站6号口步行310米),121.471341,31.23636,商务住宅
1474,上海雅居乐万豪侯爵酒店,西藏中路555号(人民广场地铁站19号口步行440米),121.473614,31.236373,住宿服务
1475,7天酒店(上海外滩南京路步行街店),山西南路350号物资大厦5层,121.481244,31.239647,住宿服务
1476,英商自来水公司大楼,江西中路484号,121.484961,31.242546,风景名胜
1477,中信银行24小时自助银行(外滩支行),中潭路100弄318(南京东路地铁站6号口步行220米),121.484344,31.240603,金融保险服务
1478,中国农业银行ATM,北京东路412号(南京东路地铁站6号口步行350米),121.48178,31.240178,金融保险服务
1479,上海雅居乐万豪侯爵酒店停车场,西藏中路555号上海雅居乐万豪酒店,121.472595,31.236419,交通设施服务
1480,中信银行(外滩支行),北京东路290号(南京东路地铁站6号口步行220米),121.484344,31.240624,金融保险服务
1481,上海金机金属机电有限公司,新闸路104号(新闸路地铁站6号口步行190米),121.471292,31.238287,购物服务
1482,新世界商务楼,南京西路2-88号(人民广场地铁站19号口步行280米),121.473745,31.235587,商务住宅
1483,华侨城苏河湾东区88号院,山西北路88弄(天潼路地铁站5号口步行360米),121.48138,31.242293,商务住宅
1484,中国工商银行24小时自助银行(西藏中路支行),西藏中路525号雅居乐国际广场,121.473468,31.235777,金融保险服务
1485,南京东路街道人民调解委员会劳动争议调解工作室,新闸路124-2号(新闸路地铁站6号口步行190米),121.471076,31.238456,政府机构及社会团体
1486,新世界日语(人广校区),六合路98港陆黄浦中心8层A,121.475061,31.236612,科教文化服务
1487,上海华定电控设备成套有限公司(永亨大楼店),宁波路266号永亨大楼F1层,121.482243,31.238932,购物服务
1488,中国工商银行(西藏中路支行),西藏中路525号雅居乐国际广场,121.473193,31.235562,金融保险服务
1489,科技京城党委,北京东路668号上海科技京城西楼16层,121.477129,31.239029,政府机构及社会团体
1490,上海体育博物馆陈列室,南京西路150号体育大厦2层(近国际饭店),121.471874,31.233828,科教文化服务
1491,JJ Treehouse英语培训中心,六合路98号港陆黄浦中心F1层,121.475061,31.236612,科教文化服务
1492,南京东路街道社区卫生服务中心浙江中路分中心,天津路396-398号南京东路街道社区卫生服务中心浙江中路,121.478869,31.23684,医疗保健服务
1493,南京东路派出所牛庄警务工作室,芝罘路与六合路交叉口东北40米,121.474738,31.237743,政府机构及社会团体
1494,子鱼居(外滩店),河南中路639号(南京东路地铁站6号口步行270米),121.483063,31.240961,住宿服务
1495,上海唯艾酒店(外滩店),宁波路180号(南京东路地铁站6号口步行90米),121.483688,31.239226,住宿服务
1496,陈记海鲜酒家(牛庄路店),牛庄路707号(距地铁1/2/8号线人民广场站19号口步行670m),121.476503,31.237404,餐饮服务
1497,新世界小语种培训学校,六合路98港陆黄浦中心9层B,121.475061,31.236612,科教文化服务
1498,新世界会计培训学校,六合路98港陆黄浦中心9层C,121.475061,31.236612,科教文化服务
1499,福建千里香馄饨王(上海华东商务楼店),南京东路地铁站6号口步行90米,121.483712,31.239041,餐饮服务
1500,上海新世界进修中心(港陆总校),六合路98(人民广场地铁站19号口步行330米),121.475061,31.236612,科教文化服务
1501,紫金阁紫砂艺术,南苏州路与山东北路交叉口东北60米,121.482537,31.240941,购物服务
1502,上海嘉曼商贸有限公司,北京东路668号上海科技京城西楼,121.478479,31.239298,公司企业
1503,洪德里,厦门路137弄,121.475809,31.2393,商务住宅
1504,上海市黄浦区教育考试中心,凤阳路186号(人民广场地铁站8号口步行240米),121.471877,31.234804,政府机构及社会团体
1505,三角地房产(吉祥里店),河南中路537号(南京东路地铁站6号口步行90米),121.483832,31.239575,生活服务
1506,东方商厦停车场(出口),宁波路659号(人民广场地铁站19号口步行370米),121.475041,31.236297,交通设施服务
1507,都会尚膳全日餐厅(上海雅居乐万豪侯爵酒店),西藏中路555号上海雅居乐万豪侯爵酒店3楼,121.473389,31.236425,餐饮服务
1508,外滩社区卫生服务中心,宁波路321号(南京东路地铁站1号口步行360米),121.481021,31.238256,医疗保健服务
1509,明天教室成人绘画教育(第一百货商业中心店),南京东路800号第一百货商业中心F6层,121.475233,31.235062,餐饮服务
1510,国家能源局华东监管局,江西中路367号(南京东路地铁站6号口步行200米),121.4857,31.239845,政府机构及社会团体
1511,泛太平洋国际大厦,六合路与凤阳路交叉口(思源大厦北侧),121.47417,31.237177,商务住宅
1512,牛庄小区,芝罘路112弄1-6号(人民广场地铁站19号口步行470米),121.475066,31.237702,商务住宅
1513,老介福(金光天津店),天津路159号(南京东路地铁站5号口步行160米),121.483316,31.237868,购物服务
1514,KOKUYO(新金桥广场店),北京西路7号新金桥广场1楼(新闸路地铁站6号口步行450米),121.472997,31.237287,购物服务
1515,宁波路幼儿园,宁波路120弄8号(南京东路地铁站6号口步行80米),121.48468,31.239687,科教文化服务
1516,上海灯具招待所,盆汤弄64弄5号(南京东路地铁站1号口步行250米),121.480879,31.236765,住宿服务
1517,莱程印务,牯岭路135号(新闸路地铁站6号口步行350米),121.471371,31.236055,生活服务
1518,上海广连实业有限公司,福建中路567号上海科技京城C区5A2座,121.478324,31.239715,公司企业
1519,小杨生煎(南京东路店),南京东路720号第一食品商店3层(近贵州路),121.476742,31.235463,餐饮服务
1520,鸡公堡,山西南路186号(南京东路地铁站1号口步行110米),121.482357,31.237146,餐饮服务
1521,西侨青年会,南京西路150号体育大厦F1层,121.472063,31.233772,政府机构及社会团体
1522,上海丰鸿物资有限公司,北京东路499弄6-14号正门旁,121.480734,31.239747,公司企业
1523,北京东路三一六弄28号,北京东路316弄东北侧,121.484405,31.241324,地名地址信息
1524,北京东路四九九弄6号,山西南路349弄9-11号无锡小区,121.480509,31.239326,地名地址信息
1525,北京东路三一六弄26号,北京东路288弄3-80号,121.484233,31.241281,地名地址信息
1526,盆汤弄42号,五福弄东风-西区,121.481389,31.236898,地名地址信息
1527,盆汤弄90号楼,石潭弄南京路步行街,121.480655,31.23674,地名地址信息
1528,上海碧云花园服务公寓(人民广场),北京西路55号(新闸路地铁站6号口步行410米),121.47279,31.236943,住宿服务
1529,有家饭店(香港路店),四川中路香港路交叉口641号(香港路路口),121.485911,31.242566,餐饮服务
1530,麦林大楼,江西中路451-1号附近(南京东路地铁站6号口步行440米),121.484782,31.241878,商务住宅
1531,萃祥坊,宁波路456弄3-23号,121.478745,31.237507,商务住宅
1532,华安人寿保险公司旧址,南京西路108号(人民广场地铁站8号口步行110米),121.472686,31.234247,风景名胜
1533,上海市黄浦区外滩街道山东北路居民委员会,河南中路531弄24号(南京东路地铁站6号口步行140米),121.483162,31.239377,政府机构及社会团体
1534,黄浦区南京东路街道云中居民委员会,贵州路131弄16号(人民广场地铁站19号口步行450米),121.475695,31.236321,政府机构及社会团体
1535,新一五金商场停车场,牛庄路658号新一五金商场,121.477543,31.237864,交通设施服务
1536,威斯康公司,宁波路349号达丰大楼F3层,121.480688,31.238274,公司企业
1537,三林塘馄饨店,江西中路420(南京东路地铁站6号口步行350米),121.485421,31.241132,餐饮服务
1538,青正消防设备水泵机电,山西南路312号(南京东路地铁站1号口步行330米),121.481496,31.239027,购物服务
1539,如家酒店(上海外滩南京东路地铁站店),河南中路558号(南京东路地铁站6号口步行90米),121.484295,31.23977,住宿服务
1540,博为峰软件技术有限公司,云南北路59号六合大厦10层、15层,121.47492,31.237281,公司企业
1541,华安养生,凤阳路218号(国际饭店后面),121.471581,31.23416,生活服务
1542,Shana(新世界城店),西藏中路525号雅居乐国际广场1楼,121.473355,31.236232,购物服务
1543,8分钟相亲交友,西藏中路525号雅居乐国际广场,121.473591,31.23617,生活服务
1544,六福珠宝(上海新世界城店),中国南京西路2-68号上海新世界一楼,121.473574,31.235474,购物服务
1545,Paradigm Communications,浙江中路398-400号春申江大厦8层802,121.478247,31.236244,公司企业
1546,甲苯上海,浙江中路398-400号春申江大厦6层618,121.478247,31.236244,公司企业
1547,汇华(北京)信息咨询服务有限公司上海分公司,六合路58号新一百大厦18层D座,121.475213,31.235871,公司企业
1548,上海市低碳科技与产业发展协会,六合路58号新一百大厦17层,121.475213,31.235871,政府机构及社会团体
1549,德国科来机械制造有限公司上海代表处,六合路58新一百大厦15层B座,121.475213,31.235871,公司企业
1550,曼苏乐(上海)新能源科技有限公司,北京东路668号科技京城西楼30层C05室,121.478324,31.239715,公司企业
1551,浦惠南东公寓(装修中),天津路500号(人民广场地铁站19号口步行450米),121.477196,31.236185,住宿服务
1552,上海上城环境卫生运输有限公司,南苏州路757号黄埔环卫大楼,121.474026,31.240799,公司企业
1553,上海市新黄浦区绿化管理所,南苏州路757号黄浦环卫大楼F1层,121.477244,31.240479,政府机构及社会团体
1554,轻住悦享(南京东路步行街店),山西南路350号物资大厦3层(近北京东路),121.481345,31.239365,住宿服务
1555,上海天川仪表厂,北京东路378号景云大楼7层,121.482824,31.240371,公司企业
1556,濮阳市人民政府驻上海联络处,香港路150号(南京东路地铁站6号口步行500米),121.485148,31.242414,政府机构及社会团体
1557,无印良品(上海雅居乐广场店),西藏中路525号雅居乐国际广场1层,121.473082,31.23548,购物服务
1558,上海紫砂实业有限公司(北京东路东楼店),北京东路688号科技京城东楼17层,121.478415,31.239324,购物服务
1559,海鱼寿司(人民广场/牯岭路店),"牯岭路137号(新世界丽笙大酒店后面,步行2分钟)",121.471291,31.236019,餐饮服务
1560,珍御轩(新金桥广场店),北京西路61号新金桥广场1层,121.472355,31.236671,餐饮服务
1561,银子日本料理铁板烧(港陆黄浦中心店),六合路98号港陆黄浦中心1层102号,121.474907,31.236561,餐饮服务
1562,上海诚之医药商业培训中心(宁波路),北京东路460号(南京东路地铁站6号口步行400米),121.481282,31.23997,科教文化服务
1563,中央储蓄会,天津路2号(南京东路地铁站6号口步行200米),121.485873,31.23927,风景名胜
1564,上海捷强烟草糖酒(集团)有限公司教育培训中心,香港路123号3层(南京东路地铁站6号口步行380米),121.485279,31.241514,科教文化服务
1565,松柏公寓南楼,北京东路431弄1-21号,121.482253,31.239294,地名地址信息
1566,上海游驰网络技术有限公司,北京东路668号东楼上海科技京城东楼24层F座,121.47844,31.239296,公司企业
1567,上海市职业教育开放实训中心,云南北路50号(人民广场地铁站19号口步行490米),121.47557,31.237376,科教文化服务
1568,三通包装材料公司,南苏州路与新菜场路交叉口东40米,121.479849,31.239772,公司企业
1569,新康辉国际旅行社公司(黄浦营业部),西藏中路728号美欣大厦F6层,121.473092,31.239662,生活服务
1570,中国垦业银行旧址,北京东路239、255号(南京东路地铁站6号口步行220米),121.485266,31.240421,风景名胜
1571,上海兆吉实业有限公司,六合路98号港陆黄浦中心F5层,121.474932,31.236625,公司企业
1572,香港斯柏力克国际公司上海代表处,北京东路668号上海科技京城F5层,121.478433,31.239211,公司企业
1573,赛康美信息技术公司,云南北路59号六合大厦F15层,121.47492,31.237281,公司企业
1574,大新公司旧址,南京东路830号(人民广场地铁站19号口步行190米),121.474753,31.234869,风景名胜
1575,新白鹿(南京东路店),南京东路800号第一百货c馆9层,121.475319,31.235826,餐饮服务
1576,掌上韩品(恒基名人购物中心店),南京东路300号名人购物中心B2楼204号,121.483931,31.237879,餐饮服务
1577,媚丽一生(新世界城店),南京西路2-88号上海新世界城2楼,121.473254,31.235314,购物服务
1578,安德玛(新世界城店),南京西路2-68号新世界百货名店运动城6楼,121.473246,31.234859,购物服务
1579,南唐居委会,北苏州路780号,121.47743,31.241752,政府机构及社会团体
1580,千机网手机维修(上海黄浦天津路店),天津路251号(南京东路地铁站1号口步行260米),121.481321,31.237462,生活服务
1581,LEE(新世界城店),南京西路2-88号新世界4楼,121.473337,31.235383,购物服务
1582,上海市体育俱乐部,南京西路150号(人民公园对面),121.471828,31.233784,住宿服务
1583,上海新世界丽笙大酒店-大宴会厅,南京西路88号上海新世界丽笙大酒店3层,121.47291,31.234732,餐饮服务
1584,公共厕所(时装商店),南京东路650-690号时装商店2层,121.477133,31.235795,公共设施
1585,中恳小区,江西中路与宁波路交叉口西北60米,121.485506,31.240032,商务住宅
1586,BUSTOUR上海观光旅游(新世界站),南京西路与西藏中路交叉口西南40米(人民广场地铁站7号口旁),121.473984,31.234478,交通设施服务
1587,小上海,恒基名人商业大厦西北2门西50米,121.48323,31.238294,购物服务
1588,宜信财富管理中心(南京东路营业部),天津路155号名人商业大厦1906室,121.484177,31.238096,金融保险服务
1589,肯德基(新市百餐厅),南京东路830号第一百货商业中心A馆F1层,121.474373,31.23569,餐饮服务
1590,WEIPENG(新世界城店),南京西路2-68号新世界城L4层,121.473227,31.235252,购物服务
1591,星巴克(黄浦永新广场店),南京西路128号永新广场1F,121.472262,31.23399,餐饮服务
1592,国网上海经研院,江西中路320号珠江大楼F1层,121.486305,31.238905,科教文化服务
1593,宁波小区74弄,江西中路与宁波路交叉口西北60米,121.485347,31.239905,商务住宅
1594,椒香辉映干锅制造(第一百货商业中心店)(暂停营业),南京东路800号9楼(人民广场地铁站19号口步行230米),121.475169,31.235657,餐饮服务
1595,赛百味(恒基名人购物中心店),南京东路300号恒基名人购物中心B1层,121.484071,31.237709,餐饮服务
1596,中共宁波路居民区总支部委员会,宁波路120弄24号(南京东路地铁站6号口步行150米),121.484671,31.240205,政府机构及社会团体
1597,鸥美药妆医疗美容门诊部,北京东路与河南中路交叉口东50米,121.484282,31.24061,医疗保健服务
1598,中一大楼停车场,河南中路北京里附近(南京东路地铁站6号口步行310米),121.48465,31.241191,交通设施服务
1599,上海市黄浦公证处接待室,香港路150号,121.485247,31.242519,政府机构及社会团体
1600,凝瑞居公寓,四川中路香港路150号(南京东路地铁站6号口步行490米),121.485023,31.242574,商务住宅
1601,上海耕荣贸易有限公司(江西中路),江西中路481号(近香港路)写上,121.484782,31.242405,公司企业
1602,河滨豪苑停车场,北苏州路668号,121.480264,31.240624,交通设施服务
1603,上海市黄浦区外滩街道北京居民委员会,北京东路288弄20号402室,121.484339,31.241769,政府机构及社会团体
1604,VITA 源?瑜伽普拉提(人民广场店),南京西路88号新世界丽笙酒店7楼,121.472949,31.234435,体育休闲服务
1605,华鑫旅行社(新世界城店),南京西路2新世界城L1层(人民广场地铁站19号口步行80米),121.474087,31.234786,生活服务
1606,艾莎酒店(上海南京路步行街店),宁波路240号-1号(南京东路地铁站5号口步行240米),121.48246,31.239034,住宿服务
1607,长城电器(宁波路店),山西南路349弄9-11号无锡小区,121.48103,31.238532,购物服务
1608,上海沪开电器成套厂(无锡小区店),宁波路350号(南京东路地铁站1号口步行390米),121.480594,31.238383,购物服务
1609,黄浦区建筑建材业安全质量监督站,山西南路225号(南京东路地铁站1号口步行180米),121.481851,31.237633,政府机构及社会团体
1610,三联光学中心,南京东路558号南京路步行街内(东侧),121.483229,31.237116,科教文化服务
1611,美联折扣超市,天津路285号(南京东路地铁站1号口步行290米),121.48102,31.237347,购物服务
1612,上海成安公司,天津路411-2号,121.478793,31.236648,公司企业
1613,上海市新黄浦区老干部管理服务中心,天津路399号(南京东路地铁站4号口步行490米),121.479054,31.236614,政府机构及社会团体
1614,福建千里香馄饨王(广西北路店),天津路513号(人民广场地铁站19号口步行450米),121.476802,31.236412,餐饮服务
1615,艾格维蔓(福建路中华名品街店),福建中路385号(南京东路地铁站4号口步行380米),121.479908,31.236727,购物服务
1616,麦当劳(雅居乐餐厅),西藏中路525号雅居乐国际广场F1,121.473583,31.23599,餐饮服务
1617,隐泉养生足浴,牯岭路178号(新闸路地铁站6号口步行320米),121.470534,31.235874,生活服务
1618,创时尚专业造型(协和里店),定兴路36号(人民广场地铁站8号口步行370米),121.470995,31.235116,生活服务
1619,定心杂货商店,凤阳路228弄44号,121.47115,31.235059,购物服务
1620,申浦五金(福瑞小区店),新闸路187号(新闸路地铁站6号口步行60米),121.46981,31.238321,购物服务
1621,精工阀门厂(福瑞小区店),新闸路183号(新闸路地铁站6号口步行50米),121.4698,31.238331,购物服务
1622,印十包装印务,新闸路163号(新闸路地铁站6号口步行100米),121.470248,31.238263,生活服务
1623,机盟公司,长沙路177号(新闸路地铁站6号口步行210米),121.471172,31.237929,公司企业
1624,纳兰时尚宾馆(南京路步行街店),南京东路558号南京路步行街,121.474741,31.237006,住宿服务
1625,膳园食府,人民广场贵州路160号2楼,121.476178,31.236697,餐饮服务
1626,好泳包子(贵州路),贵州路160号(人民广场地铁站19号口步行470米),121.475902,31.236932,餐饮服务
1627,上海艾妮时尚宾馆,浙江中路486号,121.477288,31.237436,住宿服务
1628,百信羊肉饸饹面(永平安店),宁波路646号(人民广场地铁站19号口步行370米),121.4754,31.236512,餐饮服务
1629,香江映象(南京路步行街店),南京东路772号侧门(人民广场地铁站19号口步行190米),121.475745,31.235121,餐饮服务
1630,上海顺成广告有限公司,天津路308号(南京东路地铁站1号口步行340米),121.480516,31.237363,生活服务
1631,上海沪昌机电设备成套有限公司,石潭弄204号(南京东路地铁站1号口步行460米),121.479755,31.238218,购物服务
1632,锐帜刀锯(无锡小区店),山西南路313号(南京东路地铁站1号口步行340米),121.481318,31.239008,购物服务
1633,上海市市容环境卫生水上管理处苏州河管理站,北京东路356号国华大楼F1层,121.483137,31.240444,政府机构及社会团体
1634,中国核工业物资供销华东有限公司,北京东路444号(南京东路地铁站6号口步行390米),121.481428,31.239974,购物服务
1635,金煌工业成套设备,南苏州路543号(南京东路地铁站6号口步行470米),121.481183,31.240054,购物服务
1636,上海航运保险协会,北京东路270号(南京东路地铁站6号口步行270米),121.484842,31.240626,政府机构及社会团体
1637,兰州拉面(南京路步行街店),南京东路324弄19号(南京东路地铁站3号口步行100米),121.483459,31.237525,餐饮服务
1638,必胜客,南京西路2-68号新世界城地下1层,121.474055,31.235131,餐饮服务
1639,E·LAND KIDS(第一百货商业中心店),南京西路2-68号新世界城L8层(人民广场地铁站7号口旁),121.47327,31.234931,购物服务
1640,北京东路西楼,北京东路与顾家弄交叉口东20米,121.477883,31.238687,地名地址信息
1641,外滩街道,黄浦区,121.481432,31.239541,地名地址信息
1642,迅销企业管理咨询有限公司,南京东路300号名人商业大厦9层(南京东路地铁站2号口旁),121.48441,31.237701,公司企业
1643,雅乐居清水湾,西藏中路525号(人民广场地铁站7号口步行270米),121.473248,31.235934,商务住宅
1644,上海科技京城G区,北京东路668号上海科技京城,121.477748,31.239209,商务住宅
1645,子鱼居酒店(南京东路店),宁波路74弄4号(南京东路地铁站6号口步行120米),121.485361,31.239979,住宿服务
1646,医药商品购销员国家职业技能鉴定所,宁波路120弄2号(南京东路地铁站6号口步行80米),121.48503,31.239571,政府机构及社会团体
1647,上海云霞物资有限公司,北京东路371号(南京东路地铁站6号口步行270米),121.48285,31.24014,公司企业
1648,上海歆粤化工有限公司,香港路111号凯恩商务楼2层230,121.485715,31.242442,公司企业
1649,新金桥广场-会务中心,西藏中路585号新金桥广场F1层,121.472682,31.236892,科教文化服务
1650,中国建设银行(上海西藏路支行),南京西路2-68号新世界城L1层,121.473312,31.235253,金融保险服务
1651,上海雅居乐万豪酒店JAVA,西藏中路555号雅居乐万豪1楼(近凤阳路),121.473117,31.236335,餐饮服务
1652,全家便利店(南京东路二店),南京东路324弄19边门(南京东路地铁站3号口步行100米),121.483554,31.237652,购物服务
1653,上海智生道人才咨询有限公司,六合路98号港陆黄浦中心F23层,121.474968,31.236718,公司企业
1654,上海市口腔医院(北京东路院区),上海口腔防治院(南京东路地铁站6号口步行230米),121.483264,31.240525,医疗保健服务
1655,中国工商银行24小时自助银行(中路支行),河南中路505号华东商务楼F1层,121.483851,31.239122,金融保险服务
1656,华侨城苏河湾,北苏州路470-1016号(天潼路地铁站5号口步行410米),121.481008,31.242225,商务住宅
1657,石潭弄250号楼,山西南路349弄9-11号无锡小区,121.479463,31.238948,地名地址信息
1658,石潭弄98号楼,石潭弄南京路步行街,121.480468,31.236814,地名地址信息
1659,石潭弄91号楼,石潭弄盆汤弄108弄,121.480307,31.236766,地名地址信息
1660,石潭弄213号楼,山西南路349弄9-11号无锡小区,121.479941,31.238551,地名地址信息
1661,石潭弄102号楼,天津路与石潭弄交叉口东南50米,121.480387,31.236929,地名地址信息
1662,石潭弄94号楼,石潭弄南京路步行街,121.48045,31.236791,地名地址信息
1663,石潭弄211号楼,山西南路349弄9-11号无锡小区,121.479941,31.23852,地名地址信息
1664,石潭弄244号,北京东路571-573附近,121.479589,31.238852,商务住宅
1665,盆汤弄103号楼,福建路盆汤弄,121.480387,31.236528,地名地址信息
1666,盆汤弄88号楼,石潭弄南京路步行街,121.480709,31.236672,地名地址信息
1667,石潭弄206号楼,宁波路与石潭弄交叉口西北50米,121.479806,31.238339,地名地址信息
1668,石潭弄246号楼,山西南路349弄9-11号无锡小区,121.47995,31.238998,地名地址信息
1669,石潭弄203号楼,山西南路349弄9-11号无锡小区,121.479645,31.238345,地名地址信息
1670,石潭弄240号,北京东路与石潭弄交叉口东南50米,121.479548,31.238868,地名地址信息
1671,北京东路819弄1号,北京东路牛庄小区,121.475094,31.237932,地名地址信息
1672,盆汤弄50号楼,五福弄东风-西区,121.481344,31.236882,地名地址信息
1673,盆汤弄70号楼,五福弄保安坊,121.480987,31.236769,地名地址信息
1674,石潭弄87号楼,南京东路558号南京路步行街,121.480432,31.236637,地名地址信息
1675,盆汤弄96号楼,石潭弄南京路步行街,121.480576,31.236724,地名地址信息
