OBJECTID,name,address,longitude,latitude,type
832,四川中路615号,四川中路与香港路交叉口南40米,121.4861,31.242257,商务住宅
833,江西中路368号,江西中路与宁波路交叉口北20米,121.485964,31.239812,商务住宅
834,国家电网汽车充电站(上海市黄浦区新协通国际大酒店),北京东路398号(南京东路地铁站6号口步行340米),121.482323,31.240453,汽车服务
835,河南省濮阳市驻上海人才工作站,三元号青年公寓东南门旁(南京东路地铁站6号口步行500米),121.48515,31.242415,政府机构及社会团体
836,亨达利钟表公司,南京路步行街与山东中路交叉口西40米,121.483589,31.237205,购物服务
837,鲷鱼烙,山西南路与南京路步行街交叉口西北60米,121.482274,31.237023,餐饮服务
838,上海信息系统工程咨询有限公司,北京东路668号科技京城大厦东楼2楼,121.478441,31.239302,公司企业
839,外滩金融科技总汇,南京东路春申江大厦,121.478222,31.236179,金融保险服务
840,老街称盘麻辣烫,宁波路204号老街称盘麻辣烫,121.483282,31.239166,餐饮服务
841,中国电信公用电话,南苏州路与河南中路辅路交叉口东北80米,121.484024,31.242198,公共设施
842,人安里治安岗亭,定兴路与白河路交叉口西40米,121.471424,31.23544,政府机构及社会团体
843,食正极品牌管理(上海)有限公司,香港路与江西中路交叉口东40米,121.485387,31.242412,公司企业
844,欣谊环卫,白河路与定兴路交叉口南20米,121.471847,31.235239,生活服务
845,上海市学生社区实践指导站,北京东路与河南中路交叉口东40米,121.484226,31.240354,科教文化服务
846,带锯锯片,北京东路与山东北路交叉口西40米,121.481795,31.240162,购物服务
847,豪宅公寓(西藏中路七二五弄分店),西藏中路七二五弄家化中房苑(新闸路地铁站6号口步行360米),121.472124,31.23941,住宿服务
848,简舍I民宿(外滩3号店),上海上海黄浦北京东路378号景云大楼304室,121.482824,31.240464,住宿服务
849,犟驴先生驴肉火烧,牛庄路713号,121.476496,31.237395,餐饮服务
850,夸父炸串(新世界城店),南京西路2-68号(南楼)B1层1F23,121.473625,31.234894,餐饮服务
851,Byeable(新世界城店),南京西路2新世界城L5层(人民广场地铁站7号口步行60米),121.473572,31.235432,购物服务
852,L.K.D.L下半身(新世界城店),南京西路2新世界城L5层(人民广场地铁站7号口步行60米),121.473183,31.235232,购物服务
853,星创视光中心,凤阳路与长沙路交叉口东80米,121.473649,31.235131,医疗保健服务
854,nature purest(新世界城店),南京西路2新世界城L8层(人民广场地铁站7号口步行60米),121.473581,31.23533,购物服务
855,至格(恒丰大楼店),江西中路452号恒丰大楼(南京东路地铁站6号口步行390米),121.485243,31.241631,购物服务
856,泰粿曼谷街头美食(爱民弄店),贵州路与天津路交叉口东北20米,121.476332,31.236005,餐饮服务
857,数码篮球(新世界城店),南京西路2新世界城L6层(人民广场地铁站7号口步行60米),121.473572,31.235432,体育休闲服务
858,PACIFIC HOTEL,凤阳路与长沙路交叉口东南100米,121.473281,31.234437,住宿服务
859,Smart(新世界城店),南京西路2新世界城L5层(人民广场地铁站7号口步行60米),121.473561,31.235538,购物服务
860,偶像健身,华隆大厦西北门西南60米(南京东路地铁站6号口步行340米),121.483576,31.241783,体育休闲服务
861,梦想空间第一百货(第一百货商业中心店),梦想空间点播影院第一百货店,121.47511,31.235958,体育休闲服务
862,上海久事艺术沙龙,北京东路230号(南京东路地铁站6号口步行330米),121.486023,31.240734,科教文化服务
863,华侨城苏河湾2号楼,北苏州路470-1016号(天潼路地铁站5号口步行410米),121.481791,31.242049,地名地址信息
864,华侨城苏河湾东区88号院9号,山西北路88弄(天潼路地铁站5号口步行360米),121.481056,31.2414,地名地址信息
865,华侨城苏河湾东区88号院13号,山西北路88弄(天潼路地铁站5号口步行360米),121.481248,31.241961,地名地址信息
866,华侨城苏河湾东区88号院5号,山西北路88弄(天潼路地铁站5号口步行360米),121.481531,31.241794,地名地址信息
867,华侨城苏河湾东区88号院7号,山西北路88弄(天潼路地铁站5号口步行360米),121.481349,31.241652,地名地址信息
868,华侨城苏河湾东区88号院10号,山西北路88弄(天潼路地铁站5号口步行360米),121.480964,31.241328,地名地址信息
869,华侨城苏河湾东区88号院18号,山西北路88弄(天潼路地铁站5号口步行360米),121.480902,31.241746,地名地址信息
870,华侨城苏河湾东区88号院12号,山西北路88弄(天潼路地铁站5号口步行360米),121.481349,31.242047,地名地址信息
871,华侨城苏河湾东区88号院19号,山西北路88弄(天潼路地铁站5号口步行360米),121.480835,31.241678,地名地址信息
872,华侨城苏河湾东区88号院6号,山西北路88弄(天潼路地铁站5号口步行360米),121.481439,31.241733,地名地址信息
873,华侨城苏河湾1号楼,北苏州路470-1016号(天潼路地铁站5号口步行410米),121.481932,31.242136,地名地址信息
874,乐合喜剧(南京路步行街店),南京东路300号恒基名人购物中心L5层,121.483837,31.23765,体育休闲服务
875,璞悦酒店,北京东路与山东北路交叉口东北20米,121.482339,31.240277,住宿服务
876,燃麦科技,香港路117号2楼,121.485588,31.242383,公司企业
877,戴尔客户服务中心(永新广场店),南京西路128号,121.472294,31.233954,生活服务
878,贞唐一梦·捞卤小海鲜(新世界城店),南京西路2-68号新世界城b1F-20号商铺,121.473905,31.235784,餐饮服务
879,Tims天好咖啡(新闸路灵枫店),西藏中路725弄80号(新闸路地铁站6号口步行220米),121.471068,31.239095,餐饮服务
880,翊恺集团,香港路与江西中路交叉口东40米,121.485397,31.242358,公司企业
881,渔相爷,宁波路与天津路170弄交叉口东60米,121.483286,31.23918,餐饮服务
882,美丰大楼,河南中路521-529号,121.483908,31.2393,商务住宅
883,友唱·Bar,凤阳路与长沙路交叉口东80米(人民广场地铁站7号口旁),121.473622,31.23521,体育休闲服务
884,手工面,天津路与天津路170弄交叉口东南60米,121.48348,31.237666,餐饮服务
885,惠为迪科技(上海)有限公司,香港路130号3楼,121.485429,31.24262,公司企业
886,安遇公寓,西藏中路七二五弄南侧(新闸路地铁站6号口步行280米),121.471611,31.238877,住宿服务
887,MovingBean动感豆豆舞蹈运动生活馆(新世界城旗舰店),南京西路2-68号新世界城4楼A-20商铺(天真蓝旁潮玩星球侧对面),121.473739,31.235022,科教文化服务
888,海螺丝商店,南苏州路与山东北路交叉口西南60米,121.481572,31.240272,购物服务
889,日玺公寓(西藏中路七二五弄分店),西藏中路七二五弄水景苑(新闸路地铁站6号口步行170米),121.470647,31.238678,住宿服务
890,7-COFFEE(思源商厦店),西藏中路500号思源商厦,121.474464,31.236614,餐饮服务
891,东成工具(北京东路店),宁波路260号(南京东路地铁站5号口步行270米),121.48218,31.238901,购物服务
892,德雅公寓(南京东路地铁站店),宁波路225号(南京东路地铁站5号口步行200米),121.48304,31.238872,住宿服务
893,鸢尾花公寓(江西中路分店),江西中路恒丰大楼江西中路452号,121.485356,31.241728,住宿服务
894,益普生公司,南京西路128号永新广场F8层,121.472135,31.234147,公司企业
895,光大证券,西藏中路585号新金桥广场F1层,121.472771,31.236933,金融保险服务
896,无印良品餐厅(第一百货商业中心店),瑞金二路街道755号东方商厦3楼,121.474733,31.235147,餐饮服务
897,三只猫三文鱼(北京东路店),北京东路337号(南京东路地铁站6号口步行230米),121.483337,31.240229,餐饮服务
898,小聚生活鸡公煲烤全鱼,北京东路347号(南京东路地铁站6号口步行250米),121.483127,31.24019,餐饮服务
899,金焰食堂市百一店,南京路步行街800号上海市第一百货C馆9楼,121.475312,31.235622,餐饮服务
900,上海波一阀门管件有限公司,厦门路与南苏州路交叉口西南80米,121.477827,31.239689,公司企业
901,CM花园餐厅(滇池小区店),江西中路390号(CM咖啡生活馆),121.485713,31.240486,餐饮服务
902,河滨豪园8号,"北苏州路668号,山西北路9弄",121.479688,31.240836,地名地址信息
903,黄浦区南京东路贵州居委退役军人服务站,北京东路830弄4号,121.474524,31.238043,政府机构及社会团体
904,云中退役军人服务站,贵州路131弄16号(人民广场地铁站19号口步行360米),121.475498,31.236339,政府机构及社会团体
905,上海市黄浦区南京东路街道定兴居委会退役军人服务站,黄河路132弄20号,121.470879,31.235257,政府机构及社会团体
906,黄浦区南京东路街道牛庄路居委退役军人服务站,贵州路208号,121.475786,31.237606,政府机构及社会团体
907,龙泉居委退役军人服务站,浙江中路462号三楼,121.477406,31.237161,政府机构及社会团体
908,上海三忱机电有限公司,厦门路与南苏州路交叉口西南80米,121.477819,31.239695,公司企业
909,上海粤盛电子有限公司,福建中路与南苏州路交叉口西南60米,121.47822,31.239617,公司企业
910,上海欧佩龙电子科技有限公司,厦门路与南苏州路交叉口西南80米,121.477908,31.239505,公司企业
911,扬州市精诚电子有限公司,厦门路与南苏州路交叉口西南80米,121.477827,31.239689,公司企业
912,饭点乐(上海科技京城店),厦门路与浙江中路交叉口东60米,121.477174,31.239604,餐饮服务
913,赛格智造,北京东路668号上海科技京城,121.478233,31.239471,公司企业
914,南洋商业银行ATM,厦门路与南苏州路交叉口西南100米,121.477622,31.239615,金融保险服务
915,上海捷昌机电设备有限公司,厦门路与南苏州路交叉口西南80米,121.477827,31.239689,公司企业
916,泰那斯汽车快速汽车充电站(恒基名人),南京东路155号(南京东路地铁站3号口步行70米),121.483857,31.237741,汽车服务
917,山北居民委员会退役军人服务站,河南中路531弄24号(南京东路地铁站6号口步行140米),121.483153,31.239376,政府机构及社会团体
918,外滩街道宁波居委退役军人服务站,宁波路120弄24号,121.484838,31.240096,政府机构及社会团体
919,德仁里561号楼,广西北路宁波路446弄,121.477155,31.236681,地名地址信息
920,宁波小区6号,宁波路120弄(南京东路地铁站6号口步行60米),121.484737,31.23949,地名地址信息
921,河滨豪园6号,"北苏州路668号,山西北路9弄",121.480087,31.240901,地名地址信息
922,河畔明珠2号,南苏州路877弄1-5号,121.47512,31.240907,地名地址信息
923,宁波小区10号,宁波路120弄(南京东路地铁站6号口步行60米),121.484772,31.23973,地名地址信息
924,河滨豪园10号,"北苏州路668号,山西北路9弄",121.479434,31.240836,地名地址信息
925,宁波小区16号,宁波路120弄(南京东路地铁站6号口步行60米),121.484709,31.239948,地名地址信息
926,宁波小区4号,宁波路120弄(南京东路地铁站6号口步行60米),121.48487,31.239513,地名地址信息
927,宁波小区20号,宁波路120弄(南京东路地铁站6号口步行60米),121.484626,31.240172,地名地址信息
928,Lutra Gallery獭獭画廊,香港路117号6楼,121.48552,31.242439,科教文化服务
929,Atelier Bois博艺欣空间,南苏州路955号103室,121.473186,31.240324,科教文化服务
930,汽车充电站(ZEEKR Power上海雅居乐万豪侯爵酒店超充站),西藏中路555号雅居乐万豪侯爵酒店地下负二层B2012-2017车位,121.472632,31.2365,汽车服务
931,罗森北京东路店东侧何时才有点,北京东路465-467号近山西南路,121.481361,31.239762,医疗保健服务
932,博域教育,浙江中路400号109室,121.478147,31.236196,科教文化服务
933,仲夏夜烛光音乐会,南京东路830号8层B02-F08-1-101(光海茶饮店内),121.474571,31.234918,体育休闲服务
934,MANTO SALON(新世界城店),南京西路2新世界城L8层(人民广场地铁站7号口步行60米),121.473712,31.235024,生活服务
935,speedo(新世界城店),南京西路2新世界城L6层(人民广场地铁站7号口步行60米),121.473592,31.235415,购物服务
936,君苑文化,四川中路与香港路交叉口南40米,121.486108,31.242291,公司企业
937,光明BRIGHT联合办公空间,西藏中路632号(新闸路地铁站6号口步行480米),121.473526,31.238248,公司企业
938,紫泰广告图文,无锡小区东3门旁(南京东路地铁站1号口步行380米),121.48116,31.239398,公司企业
939,Sawrio(新世界城店),凤阳路与长沙路交叉口东80米,121.473581,31.23533,购物服务
940,外滩街道无锡居委退役军人服务站,北无锡路51号,121.480619,31.239021,政府机构及社会团体
941,外滩街道北京居委退役军人服务站,北京东路288弄80号(南京东路地铁站6号口步行440米),121.484302,31.241821,政府机构及社会团体
942,河畔明珠内部地面停车场(出入口),[],121.47523,31.241112,交通设施服务
943,河畔明珠内部地面停车场,[],121.47523,31.241112,交通设施服务
944,光影国风体验馆(第一百货c馆店),南京东路第一百货C馆8层,121.475395,31.235296,体育休闲服务
945,抓娃娃机(百联ZX店),百联zx创趣场6层,121.483234,31.23716,购物服务
946,多美卡(百联ZX店),百联zx创趣场2层,121.483257,31.237123,购物服务
947,gashapon(百联ZX店),百联zx创趣场2层,121.483284,31.237136,购物服务
948,猫受屋(百联ZX店),百联zx创趣场4层,121.483253,31.237133,购物服务
949,东城专业电动工具上海宏纵物资有限公司,北京东路458号(南京东路地铁站1号口步行420米),121.481108,31.239811,公司企业
950,LIAIGRE(华侨城苏河湾店),山西北路77号,121.47981,31.241178,购物服务
951,柠檬向右·手打柠檬茶(南京东路恒基名人广场店),南京东路300号恒基名人广场B110,121.483991,31.237784,餐饮服务
952,IGO AKAKO(新世界城),南京西路2-68号新世界城3楼3c02室(1楼老凤祥电梯直达),121.472978,31.234899,生活服务
953,兰州第一牛肉面(天津路),天津路332号(南京东路地铁站1号口步行370米),121.480085,31.237272,餐饮服务
954,喜汁糷,宁波路与贵州路交叉口西南20米,121.475919,31.236526,餐饮服务
955,Toei Animation东映动画,南京东路340号百联ZX创趣场2层,121.483222,31.237104,购物服务
956,都爱漫(百联ZX店),南京东路340号百联ZX创趣场2层,121.483246,31.237151,购物服务
957,Kuma Toys模玩熊(百联店),南京东路340号百联ZX创趣场2层,121.483245,31.23713,购物服务
958,bandai namco VRZONE(百联店),南京东路340号上海百联ZX6层,121.483181,31.23715,体育休闲服务
959,万代官方扭蛋专卖店,南京东路340号百联ZX创趣场2层,121.483194,31.23714,购物服务
960,HUAWEI华为维修中心(雅戈尔大厦店),南京东路328号,121.483747,31.237316,生活服务
961,SUHE蘇河TEA 518(华侨城苏河湾东区88号院店),北苏州路518号,121.481781,31.241453,餐饮服务
962,茂掌柜柳州螺蛳粉,广西北路与天津路交叉口西北40米,121.476703,31.236316,餐饮服务
963,惠普电脑售后维修中心,天津路180号,121.483039,31.238297,生活服务
964,东京动漫站(百联ZX店),百联zx创趣场2层,121.483222,31.237144,购物服务
965,light darkness(百联ZX店),百联zx创趣场2层,121.483226,31.237146,购物服务
966,comic up(百联ZX店),百联zx创趣场3层,121.483202,31.237178,购物服务
967,PICO上海苏河湾万象天地体验店,福建北路万象天地西里负二层LG237,121.478457,31.242029,体育休闲服务
968,桂里桂外·老桂林米粉,宁波路与天津路170弄交叉口东60米,121.483207,31.239163,餐饮服务
969,DF Beauty Salon,西藏中路与凤阳路交叉口东南60米,121.474408,31.235788,生活服务
970,福利彩票,宁波路与山西南路交叉口东北20米,121.481729,31.238732,生活服务
971,珺彤,北苏州路512号,121.481883,31.241527,公司企业
972,京东手机手机服务站(新世界城店),凤阳路与长沙路交叉口东80米,121.473649,31.235131,生活服务
973,连江商会,凤阳路与长沙路交叉口东60米(人民广场地铁站7号口旁),121.473391,31.235069,政府机构及社会团体
974,迷岛(恒基名人购物中心),南京东路300号恒基名人购物中心B1层B117,121.483782,31.238173,体育休闲服务
975,科尼赛克锐马克中国品牌展厅(华侨城苏河湾东区88号院店),山西北路88弄华侨城苏河湾东区88号院,121.481538,31.242559,购物服务
976,TIDE COFFEE蓝曼咖啡,河南中路与北京东路交叉口南60米,121.483772,31.239897,餐饮服务
977,可鱼可饭,牛庄路与云南北路交叉口东20米,121.47538,31.236941,餐饮服务
978,台州海鲜楼,香港路与四川中路交叉口西60米,121.485524,31.242629,餐饮服务
979,疆小骆,贵州路与天津路交叉口西北20米,121.476136,31.235947,餐饮服务
980,威可多(新世界城店),凤阳路与长沙路交叉口东80米,121.473581,31.23533,购物服务
981,圓滿·艺术空间·DIY手作·tufting·流体暴力熊,六合路与南京路步行街交叉口西北40米,121.47495,31.23512,科教文化服务
982,吉祥里30号楼,河南中路541弄,121.483103,31.239588,地名地址信息
983,宁波小区3号楼,宁波路120弄,121.484882,31.239508,地名地址信息
984,蓝月的娃娃屋(百联ZX店),南京东路340号百联ZX3楼,121.483282,31.237146,购物服务
985,市井婆(新世界城店),南京西路2新世界城B1层,121.473649,31.235131,餐饮服务
986,《沪居》外滩、南京路、人民广场、城隍庙、地铁,上海上海黄浦浙江中路433号201室,121.477425,31.236595,住宿服务
987,LD烫染salon,六合路与凤阳路交叉口西南40米,121.474602,31.236,生活服务
988,鸢尾花南民宿(外滩1号店),上海上海黄浦北京东路378号206室,121.482745,31.240456,住宿服务
989,红烧牛肉面(三和里店),江西中路412弄1-51号三和里,121.485449,31.24108,餐饮服务
990,极简空间民宿(外滩1号店),上海上海黄浦宁波路74弄11号302,121.485564,31.239537,住宿服务
991,鸢尾花南民宿,上海上海黄浦云中小区贵州路133号202房,121.476075,31.236348,住宿服务
992,大范的房子民宿(外滩1号店),上海上海黄浦江西中路304号202室,121.48646,31.238346,住宿服务
993,辛木AGIONE民宿,天津路195弄11号东风小区东区,121.48259,31.238281,住宿服务
994,鸢尾花南民宿(外滩2号店),上海上海黄浦北京东路378号311室,121.482745,31.240456,住宿服务
995,简舍i客栈(北京东路2号分店),上海上海黄浦北京东路378号312室,121.482735,31.240509,住宿服务
996,IQAir(万象天地店),上海苏河湾万象天地LG175,121.479359,31.242137,购物服务
997,上海张境餐饮管理有限公司,宁波路与天津路170弄交叉口东20米,121.482868,31.238958,公司企业
998,张玲玲民宿(人民广场1号店),南京路街道浙江中路433号,121.477786,31.236477,住宿服务
999,瑞达期货,南京西路128号永新广场F8层,121.472135,31.234147,金融保险服务
1000,MegaHouse,百联ZX创趣场1层,121.483193,31.237103,购物服务
1001,淞卢艺术空间,三泰路与山西北路交叉口东100米,121.48161,31.241607,科教文化服务
1002,久事苏州河四行仓库码头,双拥公园对面,121.469244,31.23957,交通设施服务
1003,天闻角川特约授权店,南京东路340号华联商厦(南京东路店),121.483384,31.237136,购物服务
1004,海门最初酒吧,南京路步行街与山东中路交叉口北60米,121.484002,31.237779,体育休闲服务
1005,粉香婆,宁波路与贵州路交叉口东20米,121.476116,31.236577,餐饮服务
1006,古法胡椒饼,天津路与天津路170弄交叉口南20米,121.483233,31.238057,餐饮服务
1007,雾雨咖啡店,云南北路18号(人民广场地铁站19号口步行390米),121.475324,31.236751,餐饮服务
1008,苏小柳点心新世界分院(新世界城店),南京西路新世界城B1,121.473413,31.235005,餐饮服务
1009,星之健身西藏中路店,南苏州路1015号5楼,121.471014,31.239063,体育休闲服务
1010,读者·苏河文化空间,南苏州路1015号2楼(新闸路地铁站6号口步行200米),121.471022,31.238923,科教文化服务
1011,Pink Nail女王美甲美睫(新世界城店),凤阳路与长沙路交叉口东南80米(人民广场地铁站7号口旁),121.473465,31.23488,生活服务
1012,上海国泰君安证券资产管理有限公司,南苏州路与河南中路辅路交叉口东20米,121.483545,31.241657,金融保险服务
1013,玉兰堂(上海店),北苏州路490号,121.482086,31.241984,科教文化服务
1014,KENELE STAND,南京东路340-372号百联ZX,121.483351,31.237178,购物服务
1015,沉浸式音乐会-博拉图格文化,北京东路与贵州路交叉口东北40米,121.475661,31.238518,体育休闲服务
1016,洗手间,北苏州路与福建北路交叉口西北120米,121.477942,31.241641,公共设施
1017,老师傅钟表维修,天津路与天津路170弄交叉口东南40米,121.483381,31.237789,生活服务
1018,大海快餐店,宁波路与山西南路交叉口东20米,121.481785,31.238649,餐饮服务
1019,招财猫民宿(外滩3号店),江西中路412弄三和里(南京东路地铁站6号口步行320米),121.485502,31.241041,住宿服务
1020,智合进修学院,北京东路与顾家弄交叉口北100米,121.477659,31.23951,科教文化服务
1021,lann(上海世茂广场店),西藏中路与南京西路交叉口西北80米,121.474027,31.235228,生活服务
1022,BOSS LOUNG茶馆(天潼路店),南苏州路333号华隆大厦一楼,121.484024,31.241895,体育休闲服务
1023,大笑脱口秀俱乐部-人民广场店,六合路与凤阳路交叉口西南40米,121.474603,31.235947,体育休闲服务
1024,中国人寿,景云大楼北京东路398号3楼,121.482643,31.240548,金融保险服务
1025,伊殿宝贝(雅居乐国际广场店),西藏中路525号雅居乐国际广场2FE01E03E05办公室,121.473092,31.236161,购物服务
1026,BDWAY小剧场,第一百货C馆7层星空间662号,121.475259,31.235608,体育休闲服务
1027,招财猫民宿(外滩2号店),北京东路江西中路412弄19号三和里,121.485914,31.241397,住宿服务
1028,大骨熬汤(新世界城店),凤阳路与长沙路交叉口东80米,121.473649,31.235131,餐饮服务
1029,招财猫民宿(外滩4号店),江西中路412弄19号三和里,121.485506,31.241039,住宿服务
1030,追星馆(百联ZX店),南京路步行街与山东中路交叉口西80米,121.48315,31.237216,购物服务
1031,ZX创趣场,南京路步行街与山东中路交叉口西80米,121.483178,31.237088,购物服务
1032,陕聚客陕西面馆,宁波路与天津路170弄交叉口东40米,121.483123,31.239142,餐饮服务
1033,大骨牛肉汤面,香港路与四川中路交叉口西南20米,121.485966,31.242573,餐饮服务
1034,黄浦区外滩街道可回收物中转站,五福弄与天津路交叉口西北20米,121.481028,31.237544,生活服务
1035,柏金(新世界城店),南京西路2新世界城L3层(人民广场地铁站7号口步行60米),121.473649,31.235131,生活服务
1036,海德堡彩色印刷(满春坊店),天津路与石潭弄交叉口东北20米,121.480412,31.237345,生活服务
1037,滴水(新世界城店),凤阳路与长沙路交叉口东80米,121.473581,31.23533,购物服务
1038,天赐良鸡(恒基名人购物中心店),南京东路300号恒基名人购物中心B1层,121.483972,31.237798,餐饮服务
1039,萝春阁,贵州路105号,121.476175,31.236026,餐饮服务
1040,百时益医药研发有限公司上海分公司,天津路155号恒基名人大厦1101室,121.484034,31.237886,公司企业
1041,中丝亚太有限公司,龙泉园路与天津路交叉口南60米,121.478814,31.236127,公司企业
1042,万代魂(上海旗舰店),南京东路340-372号百联ZX(南京东路地铁站1号口旁),121.48333,31.23714,购物服务
1043,布偶夹(百联ZX店),南京东路340-372号F06层B72-01F06-01-0002,121.483303,31.237214,体育休闲服务
1044,哥斯拉(百联ZX店),南京路步行街与山东中路交叉口西60米,121.483388,31.23735,体育休闲服务
1045,秋叶原(百联ZX店),南京路步行街与山东中路交叉口西80米,121.483241,31.237254,体育休闲服务
1046,摩多摩多(百联ZX店),南京路步行街与山东中路交叉口西80米,121.483241,31.237254,购物服务
1047,动物星球(百联ZX店),南京路步行街与山东中路交叉口西60米,121.483305,31.237154,购物服务
1048,VBP普拉提(人民广场店),南苏州路933号怡水豪庭2501室,121.474766,31.240636,体育休闲服务
1049,眷三张·中华卤肉饭(新世界城店),凤阳路与长沙路交叉口东60米(人民广场地铁站7号口旁),121.473565,31.235172,餐饮服务
1050,COMIPLUS(百联ZX店),南京东路340号百联ZX3层,121.483235,31.237141,购物服务
1051,小桔充电汽车充电站(BP快速充电站上海第一百货商店),第一百货(人民广场地铁站19号口步行250米)地下停车场B3,121.474629,31.235917,汽车服务
1052,你好浣熊君(上海苏河湾万象天地店),福建北路100号上海苏河湾万象天地B2层,121.478498,31.241899,生活服务
1053,HYDAELYN CAFE(新世界大丸百货店),天津路与江西中路交叉口西南40米,121.485839,31.238859,餐饮服务
1054,零距离家园,西藏中路七二五弄50号,121.470999,31.239069,政府机构及社会团体
1055,中国融通财产保险有限公司,江西中路与北京东路交叉口西北20米,121.485385,31.240708,金融保险服务
1056,总院院区,北京东路与河南中路辅路交叉口西40米,121.483191,31.240477,医疗保健服务
1057,MANTO BEAUTY SALON(新世界城店),南京西路2新世界城L4层(人民广场地铁站7号口步行60米),121.47347,31.235246,生活服务
1058,汇善金服,北京东路668号上海科技京城西楼12G,121.477134,31.238973,金融保险服务
1059,VR GALAGA FEVER(百联ZX店),南京路步行街与山东中路交叉口西60米,121.483388,31.23735,体育休闲服务
1060,上海好饭服饰有限公司,北苏州路与文安路交叉口东南80米,121.473754,31.24054,公司企业
1061,上海新世界丽笙大酒店-糕饼美食屋,凤阳路与长沙路交叉口东南100米,121.473188,31.234481,餐饮服务
1062,AVANT-GARDE SKINCARE(新世界城店),凤阳路与长沙路交叉口东80米,121.473572,31.235432,购物服务
1063,守映里·点播影院(第一百货商业中心B馆店),上海第一百货商业中心B馆8楼(电影院旁边),121.47429,31.235915,体育休闲服务
1064,FF CLUB酒吧,南京路步行街与山东中路交叉口北60米,121.484192,31.237739,体育休闲服务
1065,索尼相机售后维修中心,天津路238号,121.481732,31.237858,生活服务
1066,华东师范大学继续教育学院,南京东路街道天津路158号,121.483275,31.238328,科教文化服务
1067,六六棋牌,牯岭路175号(新闸路地铁站6号口步行290米),121.470669,31.235706,体育休闲服务
1068,怂奶茶车间(上海苏河湾万象天地店),福建北路100号上海苏河湾万象天地B1层,121.478498,31.241899,餐饮服务
1069,萃祥坊,宁波路与顾家弄交叉口东北60米,121.478745,31.237507,商务住宅
1070,河滨豪园,"北苏州路668号,山西北路9弄",121.47987,31.240767,商务住宅
1071,瑞康里,贵州路与北京东路交叉口西北100米,121.474595,31.238622,商务住宅
1072,华侨城苏河湾东区88号院17号,山西北路88弄(天潼路地铁站5号口步行360米),121.481026,31.241772,地名地址信息
1073,积福里,宁波路457弄1-8号(南京东路地铁站1号口步行490米),121.479088,31.237251,商务住宅
1074,华侨城苏河湾东区88号院15号,山西北路88弄(天潼路地铁站5号口步行360米),121.481166,31.2419,地名地址信息
1075,华侨城苏河湾东区88号院11号,山西北路88弄(天潼路地铁站5号口步行360米),121.48086,31.241194,地名地址信息
1076,余庆里,温州路与北京西路交叉口西北60米,121.470059,31.236747,商务住宅
1077,华侨城苏河湾东区88号院T3号楼,山西北路88弄(天潼路地铁站5号口步行360米),121.480988,31.241908,地名地址信息
1078,华侨城苏河湾东区88号院3号,山西北路88弄(天潼路地铁站5号口步行360米),121.481704,31.241956,地名地址信息
1079,华侨城苏河湾东区88号院16号,山西北路88弄(天潼路地铁站5号口步行360米),121.481091,31.24183,地名地址信息
1080,华侨城苏河湾东区88号院8号,山西北路88弄(天潼路地铁站5号口步行360米),121.481254,31.241563,地名地址信息
1081,华侨城苏河湾东区88号院T2号楼,山西北路88弄(天潼路地铁站5号口步行360米),121.481128,31.242428,地名地址信息
1082,库迪咖啡(新世界城店),南京西路2-68号新世界城地下2层,121.475964,31.235583,餐饮服务
1083,状元面馆,宁波路204号(南京东路地铁站6号口步行130米),121.483241,31.239174,餐饮服务
1084,韩炽韩国料理烤肉,宁波路与山东北路交叉口东北40米,121.483113,31.239216,餐饮服务
1085,Kuma Toys模玩熊卡牌店(百联店),南京东路百联ZX创6楼(南京东路地铁站1号口旁),121.483328,31.237202,购物服务
1086,南京东路派出所定兴社区警务室,定兴路与黄河路交叉口东北40米,121.470853,31.235163,政府机构及社会团体
1087,上海建工食堂,厦门路与浙江中路交叉口东北40米,121.476979,31.240041,餐饮服务
1088,投资基金,南京东路300号恒基名人购物中心L2层,121.484034,31.237886,金融保险服务
1089,宽巷子铜锅鱼(新世界城店),南京西路2新世界城B1层,121.47352,31.235059,餐饮服务
1090,米糅ME ROLL PHO越南米粉(第一百货),南京东路830号第一百货商业中心B馆F4层,121.474594,31.235818,餐饮服务
1091,人保财险,江西中路与香港路交叉口西20米,121.48472,31.242308,金融保险服务
1092,狄俄尼索斯剧场(第一百货c馆店),南京东路800号第一百货c馆F7层,121.475285,31.235629,体育休闲服务
1093,晴空小屋二次元桌游馆(港陆黄浦中心店),奉贤区港陆黄浦中心10C,121.474994,31.236639,体育休闲服务
1094,悠乐公寓(上海苏河店),南苏州路933号怡水豪庭,121.474506,31.24082,住宿服务
1095,上海洗染业行业协会,云南北路59号(六合大厦)1309室,121.474869,31.237175,政府机构及社会团体
1096,海神捞汁小海鲜,北京西路171号,121.470477,31.236167,餐饮服务
1097,德兴里,牛庄路与贵州路交叉口东20米,121.476169,31.237203,商务住宅
1098,云吉纳餐厅(第一百货c馆店),南京东路800号第一百货c馆F8层,121.475285,31.235629,餐饮服务
1099,塔斯汀中国汉堡(南京路店),宁波路619号-12号商铺,121.476011,31.236512,餐饮服务
1100,枝色玉兰堂画廊餐吧(华侨城苏河湾东区88号院店),北苏州路与河南北路辅路交叉口西60米,121.482092,31.241993,餐饮服务
1101,叁柒电玩·桌游·PS5·SWITCH,天津路66号百空间1楼F106室,121.484979,31.238699,体育休闲服务
